"","V9","V10","V19","V31","V32","V33","V53","V54","V55"
"6736",-1.194981,0.4650195,0.8750195,1.335019,-1.564981,0.280019493,-1.194961,-0.7049805,-1.864981
"6737",-1.085,1.425,1.255,2.125,-1.765,1.15,-1.08498,0.495,-1.345
"6738",-1.1125,0.6675,1.0675,1.5475,-0.5425,0.9925,-0.6624805,-0.9125,-2.1725
"6742",-0.455,2.575,2.275,0.635,0.365,2.98,-0.3249805,-0.175,-1.675
"6746",-0.5499805,-0.8699805,-0.5699805,-0.3499805,-0.4599805,-0.234980507,-0.679961,-0.6699805,-0.7799805
"6747",-0.4,-0.31,0.37,-0.25,-0.31,-0.305,-0.5099805,-0.68,-0.51
"6751",0.3475,-0.3825,-0.0425,0.3775,-0.3025,0.0025,0.1175195,0.1975,0.6075
"6753",-0.3700098,-0.1900098,0.3599902,0.9299902,-0.5100098,0.374990234,0.5900098,0.3099902,0.5199902
"6756",-0.1949805,-1.084981,0.3350195,0.9550195,0.3350195,-1.039980507,0.375039,0.2950195,0.9650195
"6757",0.085,-1.195,0.415,1.485,0.245,-1.37,0.4550195,0.045,0.725
"6758",-0.03000977,-1.61001,0.6899902,1.08999,0.3699902,-1.195009766,-0.01999023,0.3099902,1.29999
"6759",-0.075,-0.375,0.235,-0.265,0.105,-1.45,-0.07498047,0.165,0.315
"6761",-0.8175,0.2925,1.1225,0.6125,-0.4775,-1.6825,-0.7574805,0.4225,0.1925
"6763",0.08499023,0.06499023,1.28499,0.6749902,0.1649902,-0.110009766,0.005009766,-0.02500977,0.5249902
"6765",0.085,0.335,1.315,0.495,-0.155,0.76,0.3850195,0.135,1.005
"6766",-0.1699805,0.6700195,1.490019,0.3000195,-0.6899805,0.115019493,0.670039,0.08001949,0.6100195
"6768",-0.235,0.525,0.915,-0.095,-0.175,0.21,0.08501953,-0.275,0.105
"6771",-0.535,0.815,0.295,0.035,-0.065,-0.04,0.1950195,0.355,0.205
"6772",-0.515,0.665,0.535,-0.025,-0.065,-0.18,0.2050195,0.245,0.275
"6773",-0.195,0.125,0.475,0.055,0.105,-0.18,0.4950195,-0.205,0.915
"6778",-0.755,0.305,0.575,0.525,0.425,-0.13,-0.1149805,0.125,0.115
"6781",-0.335,0.385,1.065,0.115,-0.185,-0.32,-0.07498047,0.115,1.295
"6782",-0.4875,0.5225,1.3225,0.4225,-0.0075,0.2875,0.1025195,-0.1475,1.0225
"6785",-0.015,0.065,0.385,0.515,-0.175,0.19,0.08501953,0.505,-0.195
"6787",-0.585,0.335,0.575,-0.125,-0.385,0.27,0.02501953,0.625,0.485
"6788",-0.665,0.605,0.245,-0.095,-0.405,-0.44,0.03501953,0.495,0.485
"6789",0.01999023,-0.2400098,0.2099902,-0.4000098,0.1299902,-0.245009766,0.5600098,0.02999023,-0.02000977
"6790",-0.1950098,0.1149902,0.1549902,-0.6750098,-0.4650098,0.099990234,0.4150098,0.1049902,0.08499023
"6791",-0.08,0.33,0.27,-0.26,-0.39,0.345,0.3700195,0.49,0.53
"6793",0.06,0.26,0.52,0.3,0.11,0.425,0.2500195,-0.14,0.71
"6794",-0.015,0.305,0.555,0.455,-0.185,0.02,0.4550195,-0.115,0.115
"6796",0.01501949,0.3950195,0.7050195,0.2350195,-0.05498051,-0.129980507,0.775039,-0.1549805,0.2750195
"6797",-0.4149805,1.685019,-0.5049805,-0.6349805,-0.4649805,0.160019493,0.355039,0.5650195,-0.1249805
"6801",-0.225,0.675,0.095,0.305,0.395,0.36,-1.29498,0.255,0.165
"6805",-0.23,0.36,0.67,0.59,0.07,0.045,-1.29998,0.41,-0.08
"6812",0.44,0.72,0.33,1.14,0.64,0.995,-0.1399805,0.01,0.24
"6813",0.445,0.725,0.675,0.935,0.375,0.82,-0.3249805,0.095,0.065
"6824",0.705,-0.375,1.095,1.295,0.175,0.17,0.4950195,0.075,-0.165
